processo,ano,tribunal,comarca,autor_tipo,reu,setor,resultado,ganhou_autor,valor_condenacao,n_chars
0865539-14.2022.8.14.0301,2022,TJPA,,PESSOA FÍSICA,NOME: ISCP - SOCIEDADE EDUCACIONAL,Ensino,EXTINTO SEM MÉRITO,False,,5082
0867108-30.2023.8.15.2001,2023,TJPB,João Pessoa,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,3102
0867579-07.2023.8.19.0038,2023,TJRJ,,,,,ACORDO HOMOLOGADO,,,2164
0868217-40.2022.8.10.0001,2022,TJMA,Ilha de São Luís,PESSOA JURÍDICA,E C SANTOS,Outros,PROCEDENTE,True,237600.0,9068
0869699-23.2023.8.19.0038,2023,TJRJ,Nova Iguaçu,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,2295
0869747-45.2024.8.19.0038,2024,TJRJ,,PESSOA FÍSICA,BANCO CBSS,Banco e financeira,IMPROCEDENTE,False,,3285
0869899-93.2024.8.19.0038,2024,TJRJ,Nova Iguaçu,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1013
0869991-08.2023.8.19.0038,2023,TJRJ,,,,,ACORDO HOMOLOGADO,,,2164
0870486-18.2024.8.19.0038,2024,TJRJ,Nova Iguaçu,PESSOA FÍSICA,TIM,Telecomunicações,ACORDO HOMOLOGADO,,,1587
0872076-30.2024.8.19.0038,2024,TJRJ,,,,,ACORDO HOMOLOGADO,,,2136
0873637-89.2024.8.19.0038,2024,TJRJ,,,,,ACORDO HOMOLOGADO,,,2136
0875358-11.2018.8.20.5001,2018,TJRN,Natal,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,9067
0876947-45.2024.8.15.2001,2024,TJPB,João Pessoa,,,,EXTINTO SEM MÉRITO,False,,3093
0877550-93.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,BANCO C6,Banco e financeira,ACORDO HOMOLOGADO,,,650
0877914-81.2021.8.14.0301,2021,TJPA,,PESSOA FÍSICA,,,IMPROCEDENTE,False,,7827
0878890-73.2019.8.15.2001,2019,TJPB,,PESSOA FÍSICA,BANCO BONSUCESSO,Banco e financeira,ACORDO HOMOLOGADO,,,1425
0879573-95.2024.8.19.0038,2024,TJRJ,,,,,ACORDO HOMOLOGADO,,,2136
0879638-90.2024.8.19.0038,2024,TJRJ,Nova Iguaçu,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,2345
0879959-43.2019.8.15.2001,2019,TJPB,,PESSOA FÍSICA,BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1364
0882660-73.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,TIM CELULAR,Telecomunicações,ACORDO HOMOLOGADO,,,3466
0888264-15.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,C & FILHOS COMERCIO DE PRODUTOS NATURAIS,Outros,ACORDO HOMOLOGADO,,,1094
0888775-13.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,BRADESCO SAUDE,Plano de saúde,ACORDO HOMOLOGADO,,,1153
0891363-04.2024.8.14.0301,2024,TJPA,,,,,IMPROCEDENTE,False,,11272
0891698-23.2024.8.14.0301,2024,TJPA,,PESSOA FÍSICA,,,PROCEDENTE,True,8000.0,8373
0894878-36.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,MUNICIPIO DE RIO DE JANEIRO,Poder público,ACORDO HOMOLOGADO,,,921
0896164-49.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,896
0903061-93.2024.8.19.0001,2024,TJRJ,,,,,ACORDO HOMOLOGADO,,,72
0913186-86.2025.8.19.0001,2025,TJRJ,Rio de Janeiro,PESSOA FÍSICA,ÁGUAS DO RIO 4 SPE,Saneamento,IMPROCEDENTE,False,,9866
0916374-24.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,EXTINTO SEM MÉRITO,False,,9203
0921082-20.2024.8.19.0001,2024,TJRJ,,,,,ACORDO HOMOLOGADO,,,72
0921784-63.2024.8.19.0001,2024,TJRJ,,,,,ACORDO HOMOLOGADO,,,72
0924994-88.2025.8.19.0001,2025,TJRJ,Rio de Janeiro,PESSOA FÍSICA,CONDOMINIO EDIFICIO ROZEN,Outros,PROCEDENTE,True,5000.0,7424
0934547-96.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,SIMCAUTO MECANICA E REPRESENTACOES,Outros,ACORDO HOMOLOGADO,,,1184
0936731-25.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,872
0945422-28.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1549
0947983-25.2024.8.19.0001,2024,TJRJ,,PESSOA FÍSICA,ALLCARE ADMINISTRADORA DE BENEFICIOS SAO PAULO LT E CAIXA DE ASSISTENCIA A SAUDE- CABERJ,Banco e financeira,IMPROCEDENTE,False,,24070
0958593-18.2025.8.19.0001,2025,TJRJ,Rio de Janeiro,PESSOA FÍSICA,BANCO PAN,Banco e financeira,IMPROCEDENTE,False,,6297
0960960-49.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,DISTRIBUIDORA RECORD DE SERVICOS DE IMPRENSA,Outros,ACORDO HOMOLOGADO,,,981
0962163-80.2023.8.19.0001,2023,TJRJ,Rio de Janeiro,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1824
0964184-92.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,CRED - SYSTEM ADMINISTRADORA DE CARTOES DE CREDITO,Banco e financeira,ACORDO HOMOLOGADO,,,667
0965757-05.2023.8.19.0001,2023,TJRJ,Rio de Janeiro,PESSOA FÍSICA,MOLDAVITA BOUTIQUE E CONFECCAO,Outros,ACORDO HOMOLOGADO,,,646
0971021-66.2024.8.19.0001,2024,TJRJ,Rio de Janeiro,,,,ACORDO HOMOLOGADO,,,2019
1000010-12.2021.8.11.0098,2021,TJMT,,PESSOA FÍSICA,PAULISTA - SERVICOS DE RECEBIMENTOS E PAGAMENTOS,Outros,ACORDO HOMOLOGADO,,,6839
1000089-27.2021.8.11.0086,2021,TJMT,,PESSOA FÍSICA,T F DA SILVA RAMOS TELECOMUNICACOES E SISTEMAS,Telecomunicações,IMPROCEDENTE,False,,6461
1000090-26.2020.8.11.0028,2020,TJMT,,PESSOA FÍSICA,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA,Energia,EXTINTO SEM MÉRITO,False,,1364
1000179-59.2024.8.26.0394,2024,TJSP,Nova Odessa,PESSOA FÍSICA,ADIDAS DO BRASIL,Outros,PROCEDENTE,True,,11593
1000181-09.2022.8.26.0003,2022,TJSP,São Paulo,PESSOA FÍSICA,,,,,1450.0,2969
1000210-60.2021.8.11.0052,2021,TJMT,,PESSOA FÍSICA,BRADESCO VIDA E PREVIDENCIA,Banco e financeira,EXTINTO SEM MÉRITO,False,,2063
1000324-59.2020.8.11.0011,2020,TJMT,,PESSOA FÍSICA,SUL AMERICA COMPANHIA NACIONAL DE SEGUROS,Seguros,ACORDO HOMOLOGADO,,,1257
1000371-96.2021.8.11.0011,2021,TJMT,,PESSOA FÍSICA,BANCO FICSA,Banco e financeira,ACORDO HOMOLOGADO,,,1665
1000377-59.2023.8.11.0003,2023,TJMT,,,,,ACORDO HOMOLOGADO,,,2348
1000436-32.2023.8.11.0008,2023,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,6154
1000497-13.2020.8.11.0002,2020,TJMT,,PESSOA FÍSICA,PAX NACIONAL PREVER SERVICOS POSTUMOS,Outros,ACORDO HOMOLOGADO,,,3480
1000502-65.2015.8.26.0431,2015,TJSP,Pederneiras,PESSOA FÍSICA,INCORPORADORA JAUENSE S.S,Outros,IMPROCEDENTE,False,,7247
1000523-58.2022.8.11.0093,2022,TJMT,,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,2344
1000575-81.2019.8.11.0021,2019,TJMT,Água Boa,,,,EXTINTO SEM MÉRITO,False,,1471
1000622-28.2020.8.11.0051,2020,TJMT,,PESSOA FÍSICA,VIVO,Telecomunicações,ACORDO HOMOLOGADO,,,2904
1000678-61.2020.8.11.0051,2020,TJMT,,,,,ACORDO HOMOLOGADO,,,5851
1000679-72.2022.8.11.0052,2022,TJMT,,PESSOA FÍSICA,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA,Energia,ACORDO HOMOLOGADO,,,4998
1000711-40.2021.8.11.0011,2021,TJMT,,,,,IMPROCEDENTE,False,,5994
1000720-88.2019.8.11.0005,2019,TJMT,Diamantino,PESSOA FÍSICA,AGUAS DE DIAMANTINO,Saneamento,IMPROCEDENTE,False,,19080
1000777-74.2019.8.11.0048,2019,TJMT,Reclamante,,,,IMPROCEDENTE,False,,4914
1000875-71.2022.8.11.0010,2022,TJMT,,,,,ACORDO HOMOLOGADO,,,972
1000915-51.2021.8.11.0022,2021,TJMT,,PESSOA FÍSICA,MUNICIPIO DE PEDRA PRETA,Poder público,IMPROCEDENTE,False,,7629
1000916-36.2021.8.11.0022,2021,TJMT,,PESSOA FÍSICA,ESTADO DE MATO GROSSO,Poder público,IMPROCEDENTE,False,,8108
1000917-41.2019.8.11.0038,2019,TJMT,Araputanga,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,4629
1000947-82.2024.8.26.0394,2024,TJSP,Nova Odessa,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,9771
1001048-08.2024.8.26.0431,2024,TJSP,Pederneiras,PESSOA FÍSICA,COBUCCIO SOCIEDADE DE CRÉDITO DIRETO,Banco e financeira,IMPROCEDENTE,False,,7999
1001096-76.2021.8.11.0014,2021,TJMT,,PESSOA FÍSICA,A.C.R. FERREIRA,Outros,EXTINTO SEM MÉRITO,False,,1956
1001133-55.2021.8.11.0030,2021,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,9745
1001237-57.2020.8.11.0038,2020,TJMT,Araputanga,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,4737
1001387-13.2020.8.11.0111,2020,TJMT,,PESSOA FÍSICA,BANCO PAN,Banco e financeira,ACORDO HOMOLOGADO,,,1810
1001401-96.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1193
1001412-63.2025.8.26.0004,2025,TJSP,São Paulo,PESSOA FÍSICA,TAM LINHAS AEREAS S/A (LATAM AIRLINES BRASIL),Transporte aéreo,PROCEDENTE,True,2000.0,5485
1001480-03.2020.8.11.0005,2020,TJMT,,PESSOA FÍSICA,BANCO LOSANGO S.A. - BANCO MULTIPLO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1119
1001572-77.2022.8.11.0015,2022,TJMT,,,,,ACORDO HOMOLOGADO,,,1143
1001647-02.2020.8.11.0011,2020,TJMT,Mirassol D'oeste,,,,IMPROCEDENTE,False,,10392
1001757-98.2020.8.11.0011,2020,TJMT,,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,3739
1001817-96.2024.8.26.0081,2024,TJSP,Adamantina,PESSOA FÍSICA,SERASA S.A. E OUTRO,Bureau de crédito,PARCIALMENTE PROCEDENTE,True,,18220
1001888-23.2022.8.11.0005,2022,TJMT,,,,,ACORDO HOMOLOGADO,,,5125
1001924-81.2021.8.11.0011,2021,TJMT,,PESSOA FÍSICA,BANCO SAFRA,Banco e financeira,ACORDO HOMOLOGADO,,,1281
1002007-81.2024.8.26.0300,2024,TJSP,Jardinópolis,PESSOA FÍSICA,BRADESCO AUTO/RE COMPANHIA DE SEGUROS E OUTRO,Banco e financeira,PROCEDENTE,True,4000.0,10529
1002034-96.2022.8.26.0506,2022,TJSP,Ribeirão Preto,PESSOA FÍSICA,MRV,Outros,PARCIALMENTE PROCEDENTE,True,2300.0,11534
1002096-43.2017.8.26.0529,2017,TJSP,Santana de Parnaíba,PESSOA FÍSICA,VIAÇÃO COMETA,Outros,IMPROCEDENTE,False,,4814
1002349-12.2019.8.26.0642,2019,TJSP,Ubatuba,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,10587
1002940-45.2022.8.11.0008,2022,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1527
1002994-72.2023.8.11.0041,2023,TJMT,,,,,ACORDO HOMOLOGADO,,,2094
1003044-89.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,AVON COSMETICOS,Outros,ACORDO HOMOLOGADO,,,5913
1003049-33.2021.8.11.0028,2021,TJMT,,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,IMPROCEDENTE,False,,8649
1003197-02.2022.8.26.0704,2022,TJSP,São Paulo,PESSOA FÍSICA,DECOLAR.COM,Outros,PROCEDENTE,True,4000.0,8785
1003234-08.2024.8.26.0462,2024,TJSP,Poá,PESSOA FÍSICA,,,IMPROCEDENTE,False,,7579
1003254-61.2024.8.26.0506,2024,TJSP,Ribeirão Preto,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1459
1003497-16.2019.8.26.0268,2019,TJSP,Itapecerica da Serra,PESSOA FÍSICA,R DE J SOUZA COMÉRCIO DE VEICULOS,Outros,PARCIALMENTE PROCEDENTE,True,1070.0,4540
1003522-66.2022.8.11.0001,2022,TJMT,,,,,ACORDO HOMOLOGADO,,3000.0,9896
1003609-41.2021.8.11.0006,2021,TJMT,,PESSOA FÍSICA,BANCO C6,Banco e financeira,EXTINTO SEM MÉRITO,False,,3953
1003704-58.2025.8.26.0024,2025,TJSP,Andradina,PESSOA FÍSICA,CHUBB SEGUROS BRASIL S.A. E OUTRO,Seguros,PARCIALMENTE PROCEDENTE,True,7000.0,14191
1004111-73.2020.8.11.0051,2020,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,9456
1004615-46.2020.8.26.0024,2020,TJSP,Andradina,PESSOA FÍSICA,BOA VISTA SERVICOS,Bureau de crédito,IMPROCEDENTE,False,,6549
1004702-88.2020.8.11.0001,2020,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,7611
1004756-78.2025.8.11.0001,2025,TJMT,,PESSOA FÍSICA,ABRASPREV ASSOCIACAO BRASILEIRA DOS CONTRIBUINTES DO REGIME GERAL DA PREVIDENCIA SOCIAL,Outros,EXTINTO SEM MÉRITO,False,,10865
1004805-12.2014.8.26.0576,2014,TJSP,São José do Rio Preto,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1153
1005011-64.2021.8.11.0037,2021,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,6896
1005188-05.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,GOL LINHAS AEREAS INTELIGENTES,Transporte aéreo,ACORDO HOMOLOGADO,,,8605
1005235-02.2021.8.11.0037,2021,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,4000.0,6152
1005774-69.2021.8.26.0224,2021,TJSP,Guarulhos,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,6000.0,4743
1005875-13.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,3000.0,9880
1006110-82.2020.8.26.0006,2020,TJSP,São Paulo,PESSOA FÍSICA,CONDOMÍNIO EDÍFICIO FLÁVIA E OUTROS,Outros,PARCIALMENTE PROCEDENTE,True,2000.0,7398
1006656-04.2024.8.26.0005,2024,TJSP,São Paulo,PESSOA FÍSICA,SAMSUNG ELETRONICA DA AMAZONIA LTDA E OUTROS,Energia,PARCIALMENTE PROCEDENTE,True,,8878
1006675-44.2021.8.11.0001,2021,TJMT,,PESSOA FÍSICA,LOJAS AVENIDA,Varejo e serviços,IMPROCEDENTE,False,,8761
1006909-08.2023.8.26.0108,2023,TJSP,Cajamar,PESSOA FÍSICA,SUPERMERCADO OLIVEIRA CAMARGO,Varejo e serviços,IMPROCEDENTE,False,,6160
1007424-58.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,,,IMPROCEDENTE,False,,3004
1007536-44.2020.8.11.0040,2020,TJMT,,PESSOA FÍSICA,EDITORA E DISTRIBUIDORA EDUCACIONAL,Ensino,IMPROCEDENTE,False,,3790
1007546-43.2020.8.11.0055,2020,TJMT,,,,,ACORDO HOMOLOGADO,,,499
1008097-20.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,5751
1008734-36.2020.8.11.0002,2020,TJMT,,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,ACORDO HOMOLOGADO,,,1347
1008835-13.2019.8.11.0001,2019,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,966
1008885-28.2022.8.11.0003,2022,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,8163
1009148-35.2021.8.11.0055,2021,TJMT,,PESSOA FÍSICA,,,IMPROCEDENTE,False,3000.0,13215
1009760-72.2020.8.11.0001,2020,TJMT,,PESSOA FÍSICA,SET2RS SERVICOS E DIVERTIMENTO,Outros,EXTINTO SEM MÉRITO,False,,4336
1010005-25.2021.8.26.0068,2021,TJSP,Barueri,PESSOA FÍSICA,BOA VISTA SERVICOS,Bureau de crédito,ACORDO HOMOLOGADO,,,1105
1010437-44.2021.8.26.0068,2021,TJSP,Barueri,PESSOA FÍSICA,BOA VISTA SERVIÇOS S.A. - SCPC,Bureau de crédito,PROCEDENTE,True,,8347
1010532-30.2023.8.11.0001,2023,TJMT,,PESSOA FÍSICA,ÁGUAS CUIABÁ S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO,Saneamento,IMPROCEDENTE,False,,8861
1011143-33.2018.8.26.0100,2018,TJSP,São Paulo,PESSOA JURÍDICA,GOOGLE BRASIL INTERNET LTDA E OUTROS,Outros,,,,4996
1011540-55.2015.8.26.0405,2015,TJSP,São Paulo,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1226
1012827-08.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,,,IMPROCEDENTE,False,5000.0,10250
1014786-72.2020.8.26.0344,2020,TJSP,Marília,PESSOA FÍSICA,IFARO SISTEMA E GESTÃO TECNOLÓGICAS,Outros,IMPROCEDENTE,False,,8603
1017942-10.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,GOL LINHAS AEREAS INTELIGENTES,Transporte aéreo,EXTINTO SEM MÉRITO,False,,1834
1018544-78.2021.8.11.0041,2021,TJMT,,,,,EXTINTO SEM MÉRITO,False,,2013
1018555-88.2021.8.11.0015,2021,TJMT,,,,,EXTINTO SEM MÉRITO,False,,2102
1018585-65.2021.8.11.0002,2021,TJMT,,PESSOA FÍSICA,ITAPEVA VII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,Banco e financeira,PARCIALMENTE PROCEDENTE,True,,8094
1019054-72.2021.8.11.0015,2021,TJMT,,PESSOA FÍSICA,APPLE COMPUTER BRASIL,Outros,IMPROCEDENTE,False,,6665
1019335-28.2021.8.11.0015,2021,TJMT,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1115
1021832-23.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,MUNICIPIO DE CUIABÁ,Poder público,EXTINTO SEM MÉRITO,False,,1930
1024627-70.2020.8.11.0001,2020,TJMT,,PESSOA FÍSICA,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA,Energia,ACORDO HOMOLOGADO,,1736.0,11651
1025327-27.2024.8.26.0506,2024,TJSP,Ribeirão Preto,PESSOA FÍSICA,,,IMPROCEDENTE,False,,4088
1026308-05.2023.8.26.0114,2023,TJSP,Campinas,PESSOA FÍSICA,AEROLINEAS ARGENTINAS,Transporte aéreo,PROCEDENTE,True,365.47,16148
1026734-20.2023.8.26.0016,2023,TJSP,São Paulo,PESSOA FÍSICA,TAM LINHAS AEREAS S/A (LATAM AIRLINES BRASIL),Transporte aéreo,PROCEDENTE,True,1600.0,6956
1030787-74.2021.8.11.0002,2021,TJMT,Uso das Vias Judiciais Ordinárias de Cobrança,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,15775
1031084-18.2020.8.11.0002,2020,TJMT,,PESSOA FÍSICA,BANCO CSF,Banco e financeira,ACORDO HOMOLOGADO,,,6833
1031337-54.2018.8.11.0041,2018,TJMT,,PESSOA FÍSICA,BANCO PAN,Banco e financeira,IMPROCEDENTE,False,,6616
1035483-93.2020.8.11.0001,2020,TJMT,,PESSOA FÍSICA,KROTON EDUCACIONAL S/A E OUTROS,Ensino,EXTINTO SEM MÉRITO,False,,2595
1037974-05.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,BANCO ITAUCARD,Banco e financeira,IMPROCEDENTE,False,,5439
1040197-28.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,BANCO PAN,Banco e financeira,EXTINTO SEM MÉRITO,False,,4765
1040552-72.2021.8.11.0001,2021,TJMT,,PESSOA FÍSICA,,,IMPROCEDENTE,False,10000.0,44034
1041518-35.2021.8.11.0001,2021,TJMT,,PESSOA FÍSICA,NORSA REFRIGERANTES S.A E OUTROS,Outros,EXTINTO SEM MÉRITO,False,,2582
1042805-73.2022.8.26.0100,2022,TJSP,São Paulo,PESSOA FÍSICA,AMAZON.COM - AMAZON SERVIÇOS DE VAREJO DO BRASIL,Outros,IMPROCEDENTE,False,,7339
1043220-61.2019.8.26.0100,2019,TJSP,São Paulo,PESSOA FÍSICA,BOA VISTA SERVICOS,Bureau de crédito,IMPROCEDENTE,False,,15599
1043361-96.2023.8.26.0114,2023,TJSP,Campinas,PESSOA FÍSICA,TAM LINHAS AEREAS S/A (LATAM AIRLINES BRASIL),Transporte aéreo,PROCEDENTE,True,10000.0,15935
1045591-90.2022.8.11.0041,2022,TJMT,,,,,ACORDO HOMOLOGADO,,,1207
1046578-86.2021.8.11.0001,2021,TJMT,,PESSOA FÍSICA,PRIVALIA SERVICOS DE INFORMACAO,Outros,ACORDO HOMOLOGADO,,,1251
1046766-16.2020.8.11.0001,2020,TJMT,,PESSOA FÍSICA,BANCO BMG,Banco e financeira,ACORDO HOMOLOGADO,,,2019
1047963-69.2021.8.11.0001,2021,TJMT,,PESSOA FÍSICA,HOEPERS RECUPERADORA DE CREDITO,Banco e financeira,IMPROCEDENTE,False,,13763
1048237-78.2019.8.26.0100,2019,TJSP,São Paulo,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,EXTINTO SEM MÉRITO,False,,1364
1048950-71.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,SOROCRED - CREDITO,Banco e financeira,PARCIALMENTE PROCEDENTE,True,,4740
1049261-33.2020.8.11.0001,2020,TJMT,,PESSOA FÍSICA,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO UNIAO E NEGOCIOS - SICOOB INTEGRACAO,Banco e financeira,IMPROCEDENTE,False,,4565
1051684-92.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,EXTINTO SEM MÉRITO,False,,2733
1052244-50.2018.8.26.0100,2018,TJSP,São Paulo,PESSOA JURÍDICA,GOOGLE BRASIL INTERNET,Outros,EXTINTO SEM MÉRITO,False,,1185
1057815-91.2017.8.26.0114,2017,TJSP,Taubaté,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,ACORDO HOMOLOGADO,,,21799
1059343-55.2022.8.11.0001,2022,TJMT,,PESSOA FÍSICA,IBERIA LINEAS AEREAS DE ESPANA,Transporte aéreo,ACORDO HOMOLOGADO,,4000.0,10567
1066558-34.2024.8.26.0506,2024,TJSP,Ribeirão Preto,PESSOA FÍSICA,SUL AMÉRICA SEGUROS DE PESSOAS E PREVIDÊNCIA S.A. E OUTRO,Seguros,EXTINTO SEM MÉRITO,False,,1247
1071170-69.2024.8.26.0100,2024,TJSP,São Paulo,PESSOA FÍSICA,FACEBOOK SERVICOS ONLINE DO BRASIL,Outros,PARCIALMENTE PROCEDENTE,True,,7841
1084144-80.2020.8.26.0100,2020,TJSP,São Paulo,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,3279
1090872-69.2022.8.26.0100,2022,TJSP,São Paulo,PESSOA FÍSICA,,,IMPROCEDENTE,False,30000.0,19999
3000004-88.2022.8.06.0125,2022,TJCE,Missão Velha,PESSOA FÍSICA,COMPANHIA DE SEGUROS PREVIDENCIA DO SUL,Seguros,ACORDO HOMOLOGADO,,,1818
3000009-72.2021.8.06.0052,2021,TJCE,Brejo Santo,,,,EXTINTO SEM MÉRITO,False,,1321
3000014-38.2023.8.06.0145,2023,TJCE,Pereiro,PESSOA FÍSICA,SEBRASEG CLUBE DE BENEFICIOS,Outros,ACORDO HOMOLOGADO,,,1357
3000015-57.2024.8.06.0090,2024,TJCE,Icó,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,3380
3000016-09.2020.8.06.0114,2020,TJCE,,PESSOA FÍSICA,VIAÇÃO ITAPEMIRIM,Outros,IMPROCEDENTE,False,,10188
3000021-74.2022.8.06.0174,2022,TJCE,Viçosa do Ceará,,,,EXTINTO SEM MÉRITO,False,,4434
3000022-46.2024.8.06.0091,2024,TJCE,Iguatu,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,IMPROCEDENTE,False,,9120
3000022-52.2021.8.06.0220,2021,TJCE,Outras Sanções Previstas Em Lei,PESSOA FÍSICA,HAPVIDA ASSISTENCIA MEDICA,Plano de saúde,IMPROCEDENTE,False,4606.24,6883
3000027-30.2023.8.06.0018,2023,TJCE,Fortaleza,PESSOA FÍSICA,,,IMPROCEDENTE,False,,5135
3000027-31.2024.8.06.0168,2024,TJCE,Solonópole,PESSOA FÍSICA,CORREA BACK MOVEIS E ELETRODOMESTICOS,Energia,EXTINTO SEM MÉRITO,False,,2504
3000035-55.2022.8.06.0175,2022,TJCE,Trairi,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,EXTINTO SEM MÉRITO,False,,2473
3000037-45.2024.8.06.0081,2024,TJCE,Granja,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,2699
3000038-34.2024.8.06.0112,2024,TJCE,Juazeiro do Norte,PESSOA FÍSICA,,,,,,2293
3000045-90.2022.8.06.0081,2022,TJCE,Granja,PESSOA FÍSICA,BANCO PAN,Banco e financeira,IMPROCEDENTE,False,,7528
3000048-25.2021.8.06.0099,2021,TJCE,Itaitinga,,,,PROCEDENTE,True,4000.0,14232
3000050-73.2023.8.06.0018,2023,TJCE,Fortaleza,PESSOA FÍSICA,FORTACAP,Outros,IMPROCEDENTE,False,,4143
3000056-52.2024.8.06.0113,2024,TJCE,,PESSOA FÍSICA,L E A ENERGIAS RENOVAVEIS E ENGENHARIA,Energia,PROCEDENTE,True,5978.11,14943
3000061-13.2022.8.06.0156,2022,TJCE,Redenção,PESSOA FÍSICA,BANCO ITAU BMG CONSIGNADO,Banco e financeira,EXTINTO SEM MÉRITO,False,,2471
